,사업자등록번호,데이터수집일자,기업명,기업영문명,대표자명,종업원수,종업원수기준년월,산업분류코드,산업분류코드설명,기업규모,기업형태,업태명,설립일,이메일주소,전화번호,팩스전화번호,우편번호,주소,상세주보,휴폐업구분,상태발생일자,휴폐업수정일,CRI등급,CRI기준일,결산일자,매출액,영업이익,자본총계금액,부채총계금액,자산총계금액,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
970,2068607071,20220215,(주)엠포***,"M Po Plus Co., L***",이**,25.0,2020-04,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,서비스,20090717,mt@emfo.co.kr,15992320,02  64420198,04799,서울특별시 성동구 아차산로17길 48,"1동 1619호 (성수동2가,성수에스케이브이원센터)",,,,A3,20220215,20201231,20320072.0,1617327.0,4939971.0,5393596.0,10333566.0,I,20221104,,
971,2068603342,20220215,(주)플***,"FLYQUP Co., L***",김**,30.0,2020-04,13222,자수제품 및 자수용 재료 제조업,중소기업,일반,도소매/제조업,20120626,flygupmpt@flygup.com,02 742 7542,02 742 7541,04800,서울 성동구 동일로 287,"5층 (송정동,플라이쿱빌딩)",,,,B2,20220215,20201231,3454911.0,112475.0,3359359.0,6311449.0,9670809.0,I,20221104,,
972,2068609648,20220215,(주)애플***,"APPLE COLSET CO.,L***",엄**,14.0,2020-04,14192,"근무복, 작업복 및 유사의복 제조업",중소기업,일반,도소매제조,20070907,,07088133153,0233947153,04782,서울 성동구 연무장5길,"9-16, 1101호, 1102호, 1103호, 1104호, 1105호, 1106호, 1107호 (성수동2가)",,,,B2,20220215,20171231,5842601.0,566979.0,2037586.0,1128558.0,3166145.0,I,20221104,,
973,2068604457,20220215,(주)유비케이***,"UBK COMPANY CO., L***",박**,29.0,2021-02,76292,의류 임대업,중소기업,외감,도매,20090911,,02  566 3369,02  566 3312,06362,서울특별시 강남구 광평로42길 14,(수서동),,,,B1,20220215,20201231,22934538.0,2573939.0,3543828.0,9463814.0,13007642.0,I,20221104,,
974,2098109815,20220215,(주)***,"Jewel Ring Co., L***",최**,60.0,2019-03,25900,기타 금속 가공제품 제조업,중소기업,일반,도매/제조,20010403,jewering@naver.com,02  742 2267,02  765 6837,03138,서울 종로구 돈화문로6나길 28-2,"3층 (봉익동,주어링빌딩)",,,,B3,20220215,20181231,8988968.0,754269.0,1261081.0,1818471.0,3079551.0,I,20221104,,
975,2098104125,20220215,(주)***,"Wishket Co., L***",박**,29.0,2019-03,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,서비스,20121025,,070 73991793,07050574420,06141,서울특별시 강남구 테헤란로 211,"3층 (역삼동,한국고등교육재단빌딩)",,,,C2,20220215,20181231,910855.0,-913583.0,2113394.0,1794484.0,3907878.0,I,20221104,,
976,2108108758,20220215,(주)지엠***,"GM Holdings Co., ***",김**,34.0,2019-03,20423,화장품 제조업,중소기업,일반,도소매/도소매 외,20120110,dujang@gmholdings.co.kr,070 50660550,02  34918572,06655,서울특별시 서초구 서초대로38길 12,"17층 (서초동,마제스타시티 타워 원)",,,,C3,20220215,20181231,8711852.0,-655909.0,2864205.0,2421360.0,5285566.0,I,20221104,,
977,2118701736,20220215,청담정보기술***,"Chungdam IT Co., L***",윤**,22.0,2018-12,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,"도매/도소매/서비스/제조/제조,도소매,서비스",20021018,kmj@cdit.co.kr,02 3442 5588,02 3442 6868,06037,서울 강남구 논현로151길 41,201호 (신사동),,,,B1,20220215,20181231,5493313.0,359884.0,2603086.0,3108286.0,5711372.0,I,20221104,,
978,2208605326,20220215,테크빌교육***,TEKVILLE EDUCATION I***,이**,119.0,2021-12,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,외감,도소매/서비스/제조업,20010205,hoony98@tekville.com,02  34427783,02  34427793,06138,서울특별시 강남구 언주로 551,"5층 8층 (역삼동,프라자빌딩)",,,,B3,20220215,20201231,21486494.0,398032.0,2319878.0,4598473.0,6918351.0,I,20221104,,
979,2118703150,20220215,네티브***,"Netive Co., L***",이**,85.0,2020-12,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,도，소매/서비스/소매/제조,20021204,moonsun@netive.co.kr,02-324-3447,02-324-3449,03999,서울 마포구 월드컵북로 63,"2층 (성산동,서레빌딩)",,,,B2,20220215,20201231,10980399.0,212745.0,2262729.0,5704268.0,7966997.0,I,20221104,,
980,1818603168,20220215,에코에너지원***,"ECO ENERGY ONE CO.,L***",유**,61.0,2022-01,35119,기타 발전업,중소기업,외감,,20160608,,02  15227320,07076000167,06179,서울특별시 강남구 테헤란로86길 14,"2층 (대치동,윤천빌딩)",,,,B3,20220215,20201231,16750808.0,-1310235.0,15596500.0,21615891.0,37212391.0,I,20221104,,
981,1168101676,20220215,(주)이직스네***,"Izixx Networks Co., L***",방**,16.0,2021-04,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,건설/도매/도소매/서비스/제조/제조업,19920601,jmnam@izixx.co.kr,02-6096-5470,02-6096-5480,07547,서울 강서구 양천로 583,"B동 2407호 (염창동,우림블루나인비즈니스센터)",,,,B3,20220215,20201231,1975371.0,40582.0,1772969.0,996435.0,2769404.0,I,20221104,,
982,1208608270,20220215,(주)에***,"Aimtog Co.,L***",박**,36.0,2021-04,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,외감,도매/도매 및 소매업/부동산/서비스/제조업,20040416,t6300k@aimtog.co.kr,02-3443-1411,02-3443-1482,06109,서울특별시 강남구 봉은사로37길 5,"5층 (논현동,캠프지)",,,,B1,20220215,20201231,127281722.0,1356292.0,18521925.0,54688954.0,73210879.0,I,20221104,,
983,1088108941,20220215,(주)레디아테크***,"Redia Technology Co., L***",안**,19.0,,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,"도매,서비스",20020205,ohck579@rebiya.net,02 2026 2828,02 2026 2838,08507,서울특별시 금천구 가산디지털1로 168,"A동 1002호 (가산동,우림라이온스밸리)",,,,A3,20220215,20201231,12582720.0,742116.0,2148869.0,1916500.0,4065369.0,I,20221104,,
984,1108105467,20220215,(주)**,"Hodi Co., L***",이**,23.0,2021-04,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,건설업/도매/도소매/서비스/제조,20040209,skusuk27@hodi.co.kr,02-3142-0315,070-4620-8088,04178,서울 마포구 마포대로4라길 30-7,"3층 301호 (마포동,쌍용황금빌딩)",,,,B2,20220215,20201231,3315829.0,416001.0,7356355.0,2887034.0,10243389.0,I,20221104,,
985,1078104858,20220215,도프텍***,"Dof Tech Co., L***",강**,58.0,2021-04,62021,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반,서비스,20000328,yunjung6166@naver.com,02-6354-9985,02-722-7725,04517,서울특별시 중구 통일로 86,"401호. 402호. 403호. 404호. 405호. 406호 (순화동,바비엥3)",,,,B2,20220215,20201231,5437049.0,494464.0,3877629.0,3898265.0,7775894.0,I,20221104,,
986,7478106349,20220215,스튜디오드래곤***,Studio Dragon Corporat***,강철구외***,159.0,2021-09,59114,방송 프로그램 제작업,대기업,코스닥등록,"제조업/출판, 영상, 방송통신 및 정보서비스업",20160503,cb.im@cj.net,023718064,02  21460988,03926,서울 마포구 매봉산로 75,"17층 1701호 (상암동,디디엠씨(DDMC))",,,,A3,20220215,20201231,498610374.0,43262536.0,598648928.0,128216207.0,726865135.0,I,20221104,,
987,7498807886,20220215,(주)슈퍼***,Super St***,유**,7.0,2019-03,76320,컴퓨터 및 사무용 기계·장비 임대업,중소기업,일반,,20150325,,  02 3388647,02-338-8648,04041,서울특별시 마포구 와우산로21길 29,"4층 (서교동,석전빌딩)",,,,C3,20220215,20201231,506427.0,-145745.0,4639.0,311355.0,315994.0,I,20221104,,
988,4538605413,20220302,(주)빌***,"BYLL CROSS Co., L***",배**,10.0,2020-04,58200,소프트웨어 개발 및 공급업,중소기업,일반,서비스,20161215,,02 3363309,02 3363310,10544,경기도 고양시 덕양구 으뜸로 124,"812호 (덕은동,드림코어)",,,,C2,20220228,20191231,1056215.0,2946.0,62240.0,323136.0,385376.0,I,20221104,,
989,1050106668,20220303,한국산학경영***,Hankook Sanhak Management Lab Research Instit***,박**,16.0,2009-01,71531,경영컨설팅업,중소기업,일반,"도,소매/서비스/소매/정보통신업/제조업",19970111,,02  32724783,02  32724785,04157,서울 마포구 마포대로 63-8,"1264호 (도화동,삼창플라자빌딩)",,,,B3,20220228,20201231,2903069.0,120267.0,264384.0,361930.0,626314.0,I,20221104,,
990,4708604376,20220302,(주)진스***,"Jinseu M Power Co., L***",김**,3.0,2021-02,91132,체력단련시설 운영업,중소기업,일반,"교육서비스업/도매 및 소매업/도소매/서비스/전문, 과학 및 기술서비스업",20160225,,02-554-2960,05042917192,06188,서울특별시 강남구 영동대로 325,"지하 3층 일부 (대치동,글로벌세아빌딩)",,,,C2,20220228,20191231,1018218.0,-151362.0,155161.0,553187.0,708348.0,I,20221104,,
991,4708803870,20220302,(주)삼***,,민**,6.0,2020-04,41229,기타 토목 시설물 건설업,중소기업,일반,건설업,20180228,,0231443200,02-3144-3210,27671,충청북도 음성군 대소면 대금로 72-2,(대풍리),,,,A3,20220228,20201231,709818.0,-41958.0,892276.0,84021.0,976297.0,I,20221104,,
992,4718104474,20220302,(주)루시***,"LUCID STONE Co., L***",고**,6.0,2019-03,59111,일반 영화 및 비디오물 제작업,중소기업,일반,도소매업/서비스업/임대업/제조업,20150908,,  0221325550,0221321251,04031,서울특별시 마포구 양화로15안길 19,6-15호 (서교동),,,,C3,20220228,20201231,53525.0,-188352.0,-108769.0,295509.0,186740.0,I,20221104,,
993,4718800429,20220302,(주)메디치***,MEDiCiSOFT I***,김**,7.0,2019-03,85709,기타 교육 지원 서비스업,중소기업,일반,"출판, 영상, 방송통신 및 정보서",20150702,interbp@daum.net,02-6349-0047,02-6009-9020,03925,서울특별시 마포구 월드컵북로 396,(상암동),,,,B3,20220301,20201231,503578.0,-96785.0,201766.0,307523.0,509289.0,I,20221104,,
994,4718808009,20220302,(주)각***,"GakGakMoa Co., L***",고재훤외***,4.0,2020-04,75999,그 외 기타 분류 안된 사업지원 서비스업,중소기업,일반,,20190102,,0269560999,,04522,서울특별시 중구 남대문로 117,"11층 (다동,동아빌딩)",,,,C2,20220228,20201231,508781.0,30762.0,24430.0,433301.0,457731.0,I,20221104,,
995,4728601283,20220302,(주)한국다원***,"KOREA DAWONHO GANBO CO.,L***",윤**,45.0,2020-12,46329,기타 가공식품 도매업,중소기업,외감,도소매,20150217,pcs5662@hanmail.net,02-325-3893,02 3256235,03961,서울특별시 마포구 방울내로 83,(망원동),,,,B2,20220228,20201231,4452985.0,-2535908.0,6496521.0,9306181.0,15802702.0,I,20221104,,
996,4728601627,20220302,(주)브***,"Bronine Co., L***",명**,9.0,2021-07,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,,20200225,,02 7442220,,06222,서울특별시 강남구 테헤란로34길 19,"4층 (역삼동,영빌딩)",,,,C2,20220228,,,,,,,I,20221104,,
997,4738107974,20220302,맨션나인***,"MANSION9 Co., L***",이**,4.0,2020-04,73903,사업 및 무형 재산권 중개업,중소기업,일반,,20190219,mansion9@mansion9.co.kr,070-8844-2920,02-336-2920,03970,서울특별시 마포구 월드컵로28길 9,3층 (성산동),,,,C3,20220228,,,,,,,I,20221104,,
998,1050200076,20220303,나*,"NAIN CO.,L***",이**,,,,,중소기업,일반,,,,02  333 7298,,03965,서울특별시 마포구 월드컵로32길,9 (성산동),,,,C2,20220228,,,,,,,I,20221104,,
999,1050203819,20220303,신*,Shinmye***,김**,,,41000,종합 건설업,중소기업,일반,건설업외,,,,,03975,서울 마포구 연남로11길,"10, 201호 (연남동,신명하우스)",,,,C3,20220228,20181231,291670.0,36482.0,65218.0,5588.0,70806.0,I,20221104,,
1000,1050300526,20220303,유**,Unick Corporat***,김**,3.0,2016-04,25110,구조용 금속제품 제조업,중소기업,일반,제조,19980710,,02  703 2922,,04093,서울 마포구 창전로,"12, 지하",,,,C1,20220228,,,,,,,I,20221104,,
1001,1050303412,20220303,티피**,TPS ***,채**,3.0,2002-03,46800,상품 종합 도매업,중소기업,일반,제조업외,19990726,,02  716 5460,02  716 5462,04157,서울특별시 마포구 마포대로,"63-8, 1555호 (도화동,삼창빌딩)",폐업취소,,20200731,C1,20220228,,,,,,,I,20221104,,
1002,1050302894,20220303,유진**,Yujin T***,홍**,2.0,2010-01,29175,액체 여과기 제조업,중소기업,일반,,19981208,,02  336 1515,02  324 3721,03986,서울특별시 마포구 성미산로,"88, 3층 (성산동,세광빌딩)",,,,B1,20220228,,,,,,,I,20221104,,
1003,1050308760,20220303,동양카**,Dongyang Car Dok***,김**,22.0,2007-07,95211,자동차 종합 수리업,중소기업,일반,서비스/제조업,19990408,,02  307 0476,02  375 0478,03938,서울 마포구 모래내로3길,3,,,,B2,20220303,20201231,1852206.0,269595.0,577722.0,2264875.0,2842597.0,I,20221104,,
1004,1050301573,20220303,제**,Ze**,이**,,,96112,두발미용업,중소기업,일반,,19990510,,02-706-2576,,04171,서울 마포구 도화2안길,7,,,,C2,20220228,,,,,,,I,20221104,,
1005,1050300054,20220303,기아자**,Kia Mot***,나**,,,45100,자동차 판매업,중소기업,일반,,,,02-322-7984,,03985,서울특별시 마포구 연희로,19 (동교동),,,,C2,20220228,,,,,,,I,20221104,,
1006,1050405808,20220303,대*,Dae***,이**,,,,,중소기업,일반,제조,,,,,04015,서울 마포구 희우정로16길,54-11 (망원동),,,,C2,20220228,,,,,,,I,20221104,,
1007,4568807973,20220303,(주)***,Simbaat ***,오**,,,71531,경영컨설팅업,중소기업,일반,,20190923,,01072998717,0504-237-1645,04520,서울 중구 세종대로 136,"3층 3037호 (태평로1가,서울파이낸스센터)",,,,C2,20220301,,,,,,,I,20221104,,
1008,4788809576,20220303,캐스케어***,"Kaeseu Care Co., L***",이**,5.0,2019-03,46592,의료기기 도매업,중소기업,일반,,20160722,cathman@naver.com,  02 3577451,02 3577452,10544,경기도 고양시 덕양구 으뜸로 124,"12층 1215호 (덕은동,드림코어)",,,,C3,20220228,20181231,2826182.0,159437.0,406497.0,1260404.0,1666902.0,I,20221104,,
1009,4588606459,20220302,(주)영화맞춤제작소영***,"Film Matchum Manufacture Film Factory Co., L***",박지영외***,3.0,2020-11,59111,일반 영화 및 비디오물 제작업,중소기업,일반,서비스,20170110,egosumpalma@naver.com,051-742-1970,051-743-1970,48058,부산광역시 해운대구 센텀서로 39,"904호 (우동,영상산업센터)",,,,C1,20220228,20191231,34490.0,-80924.0,-170542.0,436921.0,266379.0,I,20221104,,
1010,4588805628,20220302,(주)케***,"K GOLF CO.,L***",최**,18.0,2021-07,91199,그 외 기타 스포츠 서비스업,중소기업,일반,건설업/도매/서비스/소매/제조업,20150415,,02-749-1114,02-749-2114,03909,서울 마포구 매봉산로 37,"15층 (상암동,디엠씨산학협력연구센터)",,,,B3,20220301,20201231,1173518.0,-1610494.0,3563405.0,723772.0,4287177.0,I,20221104,,
1011,4608603012,20220302,(주)디안트***,d-antwort I***,윤**,21.0,2019-03,71531,경영컨설팅업,중소기업,일반,서비스,20160222,,02  718 6600,,04209,서울 마포구 만리재로 47,12층 (신공덕동),,,,C3,20220301,20201231,645357.0,-556304.0,56449.0,368202.0,424651.0,I,20221104,,
1012,4618102467,20220302,(주)마이크***,"Mycroft Co.,L***",최**,6.0,2020-04,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,,20190125,,07077912418,0504-287-1866,21985,인천광역시 연수구 송도문화로 119,"인천글로벌캠퍼스 복합문화센터 비1층 비1006호 (송도동,오픈스페이스)",,,,C3,20220301,20201231,166640.0,-273777.0,-85717.0,391511.0,305793.0,I,20221104,,
1013,4618804357,20220302,(주)***,Onuii I***,고**,41.0,2021-06,63991,데이터베이스 및 온라인정보 제공업,중소기업,일반,서비스,20160316,ukulelele20@gmail.com,02-6205-0110,--,03985,서울특별시 마포구 연희로 11,"4층 (동교동,한국특허정보원빌딩)",,,,B2,20220228,20201231,7626374.0,820744.0,2709982.0,679486.0,3389468.0,I,20221104,,
1014,4638706084,20220302,(주)아이***,"IFLY Co., L***",최**,4.0,2021-04,33309,기타 운동 및 경기 용구 제조업,중소기업,일반,,20191017,,02-303-7817,,04109,서울특별시 마포구 백범로 28-10,1층 (신수동),,,,B3,20220228,20201231,105983.0,2212.0,39128.0,108110.0,147238.0,I,20221104,,
1015,4648104537,20220302,(주)선진테***,sunjintechindus***,백**,4.0,2021-04,39009,기타 환경 정화 및 복원업,중소기업,일반,"도.소매/사업시설관리 및 사업지원서비스업/전문, 과학서비스/제조",20180504,,02-462-0328,0505-300-0328,13631,경기도 성남시 분당구 탄천상로 164,"A동 315호 (구미동,시그마2오피스텔)",,,,B3,20220228,20201231,1676003.0,50190.0,264131.0,167504.0,431635.0,I,20221104,,
1016,4648803814,20220302,(주)크리에이티***,"CREATIVE ODDS CO., L***",장**,6.0,2020-04,71310,광고 대행업,중소기업,일반,,20150529,,,,04053,서울 마포구 와우산로29나길 13-6,(서교동),,,,C1,20220228,20201231,491263.0,-58580.0,176378.0,179920.0,356297.0,I,20221104,,
1017,1048601554,20220303,(주)제이***,"jTBC Co.,L***",이규연외***,332.0,2021-09,60222,유선방송업,중견기업,외감,서비스,20110322,jung.kumin@jtbc.co.kr,02  751 6000,02  751 6076,03909,서울 마포구 상암산로 48-6,(상암동),,,,B2,20220228,20201231,327578327.0,-19518888.0,90182674.0,310901261.0,401083935.0,I,20221104,,
1018,1048606904,20220303,(주)제이티비씨미***,"JTBC MEDIA TECH CO.,L***",박**,279.0,2020-12,59120,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",중견기업,외감,도소매/서비스,20110729,,02-751-6166,02-751-6078,03909,서울 마포구 상암산로 48-6,(상암동),,,,B2,20220228,20201231,31351519.0,-267550.0,1583244.0,3981391.0,5564635.0,I,20221104,,
1019,1048604791,20220303,(주)플***,"PLAN ISSUE CO.,L***",김**,23.0,2021-04,70209,기타 인문 및 사회과학 연구개발업,중소기업,일반,서비스,20120911,,02-337-7983,02-337-7986,03992,서울 마포구 동교로23길 32-18,"2층 (동교동,다보빌딩)",,,,B2,20220228,20201231,1428867.0,138489.0,474857.0,106908.0,581765.0,I,20221104,,
1020,1048606831,20220303,(주)아이언***,"IRONGREY CO.,L***",이**,9.0,2020-12,68112,비주거용 건물 임대업,중견기업,외감,부동산외,20121101,,0269700114,02  69700127,04036,서울특별시 마포구 양화로 45,"(서교동,메세나폴리스)",,,,A3,20220228,20201231,16569160.0,8794922.0,302358263.0,41984823.0,344343085.0,I,20221104,,
